caryatid-erechtheum.jpg_crop.jpg 8252349320[(61, 129), (62, 165), (66, 201), (71, 237), (82, 270), (101, 300), (129, 323), (162, 340), (195, 344), (229, 342), (257, 326), (281, 301), (297, 269), (306, 235), (312, 201), (318, 166), (320, 131), (93, 107), (111, 90), (138, 82), (164, 84), (189, 92), (221, 92), (245, 82), (271, 80), (296, 87), (312, 105), (205, 119), (206, 149), (206, 180), (207, 211), (179, 217), (192, 224), (206, 229), (219, 223), (230, 215), (117, 124), (133, 114), (151, 113), (167, 123), (149, 126), (133, 127), (235, 122), (252, 111), (269, 111), (282, 120), (269, 125), (252, 124), (156, 260), (173, 251), (190, 247), (205, 250), (217, 246), (231, 249), (246, 258), (231, 265), (217, 269), (204, 271), (189, 271), (173, 269), (164, 260), (189, 256), (204, 258), (217, 256), (239, 257), (217, 255), (204, 257), (190, 256)]
augustus-wearing-corona-civica.jpg_crop.jpg 8252349320[(111, 131), (116, 161), (126, 192), (137, 220), (148, 248), (159, 273), (174, 296), (193, 314), (219, 320), (251, 316), (288, 298), (321, 275), (348, 246), (364, 209), (369, 172), (372, 132), (371, 92), (104, 99), (118, 88), (137, 87), (156, 91), (173, 100), (203, 102), (226, 93), (252, 86), (279, 87), (306, 95), (189, 122), (188, 151), (187, 181), (186, 210), (175, 217), (185, 223), (197, 227), (211, 222), (224, 216), (130, 121), (141, 116), (155, 116), (170, 124), (154, 127), (141, 127), (236, 122), (248, 113), (265, 112), (283, 115), (267, 122), (251, 123), (173, 253), (182, 249), (191, 245), (203, 249), (215, 245), (234, 248), (257, 252), (237, 264), (219, 269), (206, 271), (194, 269), (184, 264), (179, 254), (192, 254), (204, 256), (216, 254), (250, 252), (216, 255), (204, 257), (193, 254)]
augustus.jpg_crop.jpg 8252349320[(79, 126), (82, 159), (88, 193), (96, 224), (106, 254), (123, 280), (147, 300), (175, 316), (205, 321), (237, 317), (268, 300), (294, 278), (314, 248), (323, 214), (329, 179), (335, 144), (338, 107), (98, 95), (118, 84), (142, 80), (165, 83), (186, 95), (217, 97), (239, 89), (264, 87), (287, 91), (306, 103), (201, 118), (201, 147), (201, 176), (202, 205), (183, 215), (192, 220), (203, 224), (214, 220), (224, 215), (124, 119), (138, 110), (154, 111), (169, 124), (152, 126), (136, 126), (237, 123), (250, 111), (268, 110), (282, 119), (269, 126), (252, 126), (164, 254), (181, 249), (194, 245), (205, 250), (215, 246), (229, 249), (247, 256), (231, 265), (216, 270), (205, 270), (194, 270), (180, 266), (171, 255), (194, 254), (205, 256), (215, 254), (241, 255), (215, 254), (205, 256), (193, 254)]
capitoline-aphrodite.jpg_crop.jpg 5223319290[(26, 112), (25, 153), (26, 195), (34, 233), (53, 266), (83, 293), (116, 313), (153, 327), (186, 330), (212, 320), (229, 297), (243, 272), (255, 244), (266, 217), (276, 189), (281, 161), (283, 133), (92, 101), (118, 87), (147, 83), (175, 87), (199, 98), (240, 96), (254, 86), (270, 81), (284, 82), (291, 95), (220, 122), (223, 150), (227, 178), (230, 207), (185, 214), (201, 220), (217, 226), (230, 221), (241, 212), (121, 118), (140, 113), (157, 112), (170, 122), (156, 125), (138, 124), (234, 122), (249, 111), (262, 110), (271, 117), (263, 123), (249, 124), (151, 246), (177, 240), (198, 236), (210, 240), (221, 236), (230, 238), (234, 244), (226, 258), (217, 266), (205, 269), (191, 268), (172, 261), (160, 247), (196, 247), (209, 248), (220, 245), (228, 245), (219, 247), (207, 250), (195, 250)]
augustus-ariccia.jpg_crop.jpg 8252349320[(91, 119), (93, 153), (100, 186), (109, 216), (120, 245), (136, 273), (157, 295), (180, 315), (209, 321), (240, 318), (270, 299), (296, 275), (316, 244), (327, 209), (334, 173), (338, 137), (339, 99), (101, 101), (118, 89), (140, 87), (163, 90), (184, 97), (213, 96), (237, 90), (262, 87), (287, 91), (307, 103), (198, 117), (198, 148), (198, 177), (198, 207), (179, 214), (189, 220), (201, 225), (214, 220), (225, 215), (127, 117), (140, 111), (155, 110), (170, 120), (154, 122), (139, 122), (235, 119), (250, 109), (267, 109), (283, 115), (268, 121), (251, 121), (167, 249), (181, 246), (192, 243), (203, 247), (213, 243), (228, 246), (247, 249), (231, 262), (216, 268), (204, 269), (193, 268), (181, 262), (174, 251), (193, 252), (204, 254), (214, 252), (241, 250), (214, 252), (203, 254), (192, 252)]
auxerre-goddess-0.jpg_crop.jpg 8223349290[(64, 129), (65, 161), (67, 193), (74, 226), (86, 256), (106, 282), (131, 304), (159, 320), (194, 324), (228, 317), (251, 297), (271, 274), (287, 246), (296, 217), (300, 186), (304, 157), (307, 128), (101, 96), (121, 81), (146, 75), (172, 76), (194, 90), (230, 89), (249, 76), (271, 74), (291, 79), (303, 97), (209, 112), (208, 133), (208, 155), (209, 176), (181, 197), (193, 201), (206, 206), (219, 202), (231, 198), (127, 124), (140, 115), (156, 114), (169, 122), (154, 128), (140, 129), (241, 122), (255, 114), (270, 114), (280, 124), (269, 128), (255, 127), (156, 245), (173, 233), (191, 229), (206, 232), (219, 228), (235, 232), (249, 244), (234, 259), (219, 266), (204, 268), (188, 267), (171, 261), (163, 245), (190, 239), (205, 240), (219, 239), (242, 243), (218, 249), (204, 250), (189, 250)]
dacian-or-german-male.jpg_crop.jpg 8252349320[(85, 135), (86, 168), (90, 201), (97, 232), (106, 264), (123, 292), (148, 312), (178, 328), (209, 333), (241, 329), (272, 314), (298, 294), (315, 266), (324, 233), (329, 198), (332, 164), (329, 128), (99, 93), (116, 77), (140, 75), (162, 84), (184, 95), (218, 90), (240, 79), (263, 71), (288, 73), (307, 88), (200, 114), (200, 138), (200, 163), (200, 188), (181, 204), (191, 208), (203, 211), (215, 208), (226, 204), (127, 120), (139, 113), (154, 113), (170, 123), (153, 125), (138, 124), (237, 121), (252, 111), (269, 110), (283, 117), (270, 123), (253, 123), (160, 244), (175, 234), (192, 228), (205, 231), (218, 226), (234, 232), (253, 246), (236, 259), (220, 266), (206, 268), (191, 267), (174, 261), (168, 245), (192, 241), (206, 242), (218, 240), (244, 245), (218, 245), (205, 247), (191, 246)]
dacian-or-german-female.jpg_crop.jpg 8252349320[(76, 118), (78, 152), (84, 187), (92, 220), (104, 252), (123, 282), (148, 305), (177, 325), (208, 330), (239, 324), (269, 304), (295, 279), (314, 249), (325, 217), (329, 184), (332, 150), (331, 115), (93, 104), (112, 90), (136, 84), (161, 87), (184, 97), (223, 98), (245, 85), (270, 82), (294, 88), (312, 103), (201, 120), (201, 150), (202, 181), (203, 211), (181, 216), (192, 222), (205, 227), (217, 222), (228, 216), (123, 118), (137, 112), (153, 112), (170, 123), (152, 125), (136, 124), (236, 121), (250, 110), (267, 109), (283, 116), (268, 122), (251, 123), (164, 249), (180, 244), (194, 240), (207, 244), (218, 240), (233, 242), (251, 250), (235, 261), (220, 268), (207, 269), (194, 268), (181, 262), (171, 250), (194, 250), (207, 251), (219, 249), (244, 250), (219, 252), (207, 254), (194, 252)]
claudius-0.jpg_crop.jpg 8252349320[(78, 127), (82, 161), (89, 195), (96, 226), (108, 255), (126, 280), (149, 300), (177, 316), (205, 322), (235, 319), (262, 302), (283, 280), (299, 250), (309, 218), (316, 184), (324, 149), (328, 113), (98, 98), (118, 85), (141, 81), (165, 83), (186, 91), (220, 88), (242, 80), (266, 79), (288, 85), (305, 98), (203, 115), (204, 143), (205, 171), (207, 198), (185, 212), (195, 215), (207, 219), (217, 216), (227, 212), (125, 121), (138, 113), (155, 113), (169, 124), (154, 127), (138, 127), (237, 123), (251, 111), (268, 111), (283, 118), (269, 124), (252, 124), (162, 251), (179, 246), (194, 242), (206, 246), (216, 243), (230, 246), (247, 252), (230, 263), (217, 268), (205, 270), (193, 269), (178, 263), (169, 252), (194, 251), (206, 253), (217, 251), (240, 252), (216, 252), (205, 255), (193, 253)]
chatsworth-head.jpg_crop.jpg 8223349290[(129, 149), (128, 175), (133, 203), (145, 230), (156, 257), (168, 287), (180, 314), (194, 334), (220, 341), (253, 339), (288, 326), (320, 305), (349, 279), (370, 244), (378, 202), (379, 159), (377, 118), (123, 98), (125, 87), (136, 81), (149, 82), (163, 86), (200, 84), (222, 75), (248, 73), (273, 81), (295, 94), (186, 116), (184, 138), (182, 160), (179, 183), (171, 204), (180, 209), (193, 211), (206, 207), (219, 202), (138, 124), (145, 113), (158, 113), (171, 124), (158, 129), (145, 130), (231, 122), (242, 109), (258, 109), (274, 118), (260, 125), (244, 126), (175, 257), (177, 242), (185, 235), (196, 237), (207, 233), (230, 240), (252, 254), (234, 267), (215, 272), (202, 273), (191, 272), (183, 266), (181, 256), (187, 250), (197, 251), (209, 250), (246, 252), (211, 254), (199, 255), (189, 252)]
